Fx, Fy, Fz, Mx, My, Mz
-0.911656,-0.592768,0.974984,0.191836,-0.700005,-0.18524
-1.20558,-0.688683,1.03718,0.218163,-0.803373,-0.25396
-1.5684,-0.645123,1.13682,0.225598,-0.926954,-0.264125
-1.77633,-0.636613,1.0657,0.23633,-0.921644,-0.27701
-2.15193,-0.458492,1.0031,0.205946,-0.9697,-0.239723
-2.24834,-0.482217,1.58734,0.178187,-1.23701,-0.263433
-2.23688,-0.477038,1.88162,0.16672,-1.36374,-0.262453
-2.61393,-0.612184,2.22576,0.17443,-1.58615,-0.343355
-2.78813,-0.603424,2.24674,0.137759,-1.62565,-0.351763
-2.72663,-0.635245,2.12447,0.141559,-1.5513,-0.35991
-3.01932,-0.500994,2.21748,0.130049,-1.65539,-0.32208
-2.99956,-0.431039,2.53525,0.0833528,-1.79468,-0.289983
-3.20093,-0.387956,3.01567,0.0322954,-2.06522,-0.283673
-3.04695,-0.397176,2.86205,0.0593248,-1.95935,-0.276058
-2.69747,-0.281294,2.66199,0.0623825,-1.7913,-0.200054
-2.4957,-0.250791,2.19275,0.134251,-1.55656,-0.17067
-2.66699,-0.285181,1.92178,0.190983,-1.48395,-0.20662
-2.74563,-0.40265,1.66261,0.229459,-1.38817,-0.271919
-2.51976,-0.481722,1.62659,0.282015,-1.30645,-0.285798
-2.03053,-0.552512,1.60136,0.3122,-1.15707,-0.292179
-1.75464,-0.498451,1.4004,0.31913,-0.991367,-0.256239
-1.45702,-0.550521,1.33727,0.344317,-0.884187,-0.252198
