Fx, Fy, Fz, Mx, My, Mz
-2.06869,0.219819,0.630737,0.420224,-0.950067,0.0435582
-2.11873,-0.0656334,0.218404,0.477975,-0.767535,-0.0848463
-1.89802,0.0548909,0.650976,0.42872,-0.880681,-0.00624502
-1.87981,0.247759,1.43602,0.369255,-1.21373,0.0830263
-1.70478,0.156633,1.67666,0.384094,-1.26121,0.0455238
-1.86194,0.0048238,1.49811,0.417875,-1.22343,-0.0379519
-1.96722,-0.0469741,1.26756,0.44048,-1.15609,-0.0680097
-2.28022,0.120688,1.06587,0.422758,-1.15238,-0.0181603
-1.98664,0.359641,1.28556,0.417686,-1.16573,0.118068
-1.58362,0.631557,1.05836,0.413349,-0.932973,0.274805
-1.51281,0.844701,1.21161,0.431378,-0.940821,0.381031
-1.45521,1.09038,1.46285,0.419997,-1.0333,0.496459
-1.77385,1.18945,1.70728,0.428638,-1.24699,0.513968
-2.07727,1.02913,1.89307,0.52795,-1.42775,0.412252
-2.20053,0.90539,2.19521,0.561326,-1.60129,0.344059
-2.69775,0.399887,2.25642,0.66562,-1.76445,0.0711838
-3.54037,-0.040344,2.35865,0.706309,-2.04856,-0.204478
-4.11868,-0.457583,2.65273,0.720842,-2.36736,-0.443829
-4.17683,-0.611507,3.09667,0.659153,-2.57024,-0.520018
-3.70704,-0.753995,3.00537,0.602424,-2.4112,-0.5405
-3.36642,-0.319187,2.9396,0.405521,-2.32182,-0.299195
-2.81814,0.165819,1.97648,0.398294,-1.78897,0.0245412
-2.66299,0.472881,1.21059,0.420824,-1.40213,0.194158
-2.20738,0.544148,1.27752,0.415472,-1.28426,0.254626
-1.64757,0.366638,0.949156,0.46538,-0.979605,0.22476
-1.05015,0.258681,0.981878,0.494255,-0.822102,0.221406
-0.545897,0.0485953,1.08036,0.538205,-0.754121,0.147444
-0.505305,0.0621319,1.05744,0.533297,-0.745049,0.153177
-0.607008,0.0847573,0.991279,0.50953,-0.743917,0.1544
-0.948212,0.0271414,1.04194,0.492651,-0.861916,0.0980302
-1.40669,0.0719142,0.553049,0.51015,-0.768793,0.078966
-1.07265,0.0330671,0.398596,0.55425,-0.59657,0.0900524
-0.909631,0.0119015,0.335798,0.555398,-0.525235,0.0941991
-0.641489,-0.0839134,0.181044,0.553225,-0.406946,0.0713526
-0.613309,-0.102369,0.207338,0.552406,-0.420503,0.0679279
-0.330254,-0.0249459,0.229764,0.537725,-0.391735,0.120948
-0.138086,-0.088067,0.323944,0.536709,-0.398771,0.103413
0.103971,-0.19265,0.259626,0.572095,-0.329017,0.083903
0.199503,-0.23498,-0.0462641,0.577027,-0.175425,0.0656429
0.604267,-0.278165,-0.26819,0.609275,0.0244134,0.0756396
0.935335,-0.248629,-0.68693,0.642536,0.284293,0.115195
1.15188,-0.334274,-0.849037,0.658944,0.4151,0.0882687
1.29408,-0.442223,-0.78821,0.665054,0.426453,0.0468303
1.3918,-0.520207,-0.834441,0.679663,0.46359,0.0179455
1.58243,-0.532267,-0.982463,0.695454,0.571094,0.0146469
1.28131,-0.564417,-1.1672,0.712818,0.566113,-0.041706
1.23107,-0.624532,-1.36949,0.724603,0.640658,-0.0853327
1.12008,-0.604203,-1.51827,0.739318,0.67058,-0.0851124
1.07963,-0.577549,-1.6282,0.768074,0.703425,-0.0726548
0.944445,-0.599194,-1.58095,0.804239,0.676185,-0.087628
1.03369,-0.530177,-1.2226,0.804304,0.558965,-0.0537897
1.19717,-0.359855,-0.951797,0.768126,0.490829,0.0308912
1.32278,-0.256783,-1.11624,0.766032,0.569673,0.086198
1.32493,-0.27908,-1.30136,0.772413,0.643118,0.0723251
1.36143,-0.359709,-1.41133,0.783028,0.695786,0.0361446
1.39382,-0.270702,-1.36635,0.784239,0.676766,0.0873349
1.44443,-0.322287,-1.40907,0.802781,0.711761,0.068221
1.39633,-0.246422,-1.46059,0.771107,0.718779,0.097401
1.3297,-0.297875,-1.46713,0.776494,0.698273,0.0676811
1.2378,-0.172825,-1.46173,0.766037,0.660152,0.119654
1.16961,-0.0879371,-1.50428,0.743826,0.657755,0.14966
1.08296,-0.0785042,-1.43775,0.726687,0.604418,0.147229
1.20686,-0.00900779,-1.32643,0.709011,0.595533,0.186991
1.17807,0.0470614,-1.20134,0.683,0.537349,0.205552
1.18626,-0.0479183,-1.05205,0.699505,0.472122,0.171928
1.19811,0.0476734,-1.11915,0.660151,0.504151,0.204736
1.18095,0.0863493,-1.21409,0.672603,0.531507,0.219971
1.00154,0.0478986,-1.09524,0.684492,0.426077,0.194248
0.927594,0.0925973,-1.17048,0.678391,0.432122,0.209789
0.94606,0.15568,-1.03333,0.64291,0.384732,0.228458
1.04639,0.219854,-1.11115,0.638725,0.447542,0.264299
1.02614,0.213652,-1.11369,0.634341,0.439971,0.261211
1.16003,0.257294,-0.893675,0.620858,0.387336,0.295939
1.19328,0.236416,-0.880439,0.627001,0.388183,0.288249
1.16719,0.17342,-0.843545,0.649029,0.364165,0.265019
1.1586,0.238469,-0.877971,0.635412,0.373578,0.295835
1.09086,0.19623,-0.901094,0.654549,0.356886,0.273852
0.889712,0.33688,-0.979823,0.624367,0.324569,0.321898
0.744242,0.406908,-1.02148,0.577571,0.3059,0.32986
0.66353,0.310678,-0.992402,0.56937,0.280576,0.273036
0.649934,0.324017,-0.84905,0.575953,0.216199,0.290268
0.609735,0.45749,-0.853663,0.553449,0.199932,0.351356
0.408606,0.462839,-0.620559,0.509512,0.057245,0.327835
0.374261,0.442921,-0.427186,0.511908,-0.0267452,0.315147
0.364959,0.374672,-0.352633,0.5299,-0.0565583,0.291383
0.348939,0.461031,-0.0343312,0.484962,-0.180583,0.324673
0.414864,0.340595,0.298381,0.488454,-0.281566,0.279091
0.492014,0.339487,0.283987,0.502473,-0.254987,0.292254
0.478679,0.371009,0.520643,0.497677,-0.35411,0.305554
0.594648,0.302335,0.640197,0.488134,-0.359583,0.2801
0.192872,0.383431,0.576419,0.469334,-0.45677,0.276434
0.168337,0.355143,0.570973,0.491366,-0.452362,0.269676
0.00788587,0.35466,0.596161,0.469747,-0.500838,0.250666
-0.0602915,0.313904,0.532486,0.49773,-0.505679,0.23364
